claim_name,claim_sovereign,indigenous_territory,indigenous_slug,year_min,year_max,year_count
Claimed by France and Britain,Disputed,Onöndowa’ga:’ (Seneca),onondowaga-seneca,1713,1713,1
Claimed by France and Britain,Disputed,Onʌyote’a•ka (Oneida),oneida,1713,1713,1
Claimed by France and Britain,Disputed,Passamaquoddy,passamaquoddy,1713,1713,1
Claimed by France and Britain,Disputed,Penobscot,penobscot-2,1713,1713,1
Claimed by France and Britain,Disputed,Shawandasse Tula (Shawanwaki/Shawnee),shawnee,1713,1713,1
Claimed by France and Britain,Disputed,Susquehannock,susquehannock,1713,1713,1
Claimed by France and Britain,Disputed,Tuscarora,tuscarora-3,1713,1713,1
Claimed by France and Britain,Disputed,Wabanaki (Dawnland Confederacy),wabanaki-confederacy,1713,1713,1
Claimed by France and Britain,Disputed,Wendake-Nionwentsïo,huron-wendat,1713,1713,1
Claimed by France and Britain,Disputed,Wenrohronon,wenrohronon,1713,1713,1
Claimed by France and Britain,Disputed,Wolastoqiyik (Maliseet),wolastoqiyik,1713,1713,1
Claimed by France and Britain,Disputed,ᐃᓄᐃᑦ ᓄᓇᖓᑦ (Inuit Nunangat),inuit,1713,1713,1
Claimed by France and Britain,Disputed,ᐃᓕᓕᐗᔅᑭᔾ | Ililiwaskiy (Moose Cree),moose-cree,1713,1713,1
Claimed by France and Britain,Disputed,ᒋᑦ ᐊᔅᒋᓄᐤ St’aschinuw (Naskapi),naskapi,1713,1713,1
Claimed by France and Britain,Disputed,ᓄᓇᕕᒃ Nunavik,nunavik,1713,1713,1
Claimed by France and Britain,Disputed,𐓏𐒰𐓓𐒰𐓓𐒷  𐒼𐓂𐓊𐒻  𐓆𐒻𐒿𐒷  𐓀𐒰^𐓓𐒰^(Osage),osage,1713,1713,1
Claimed by US and Britain,Disputed,Mi’kma’ki,mikmaq,1798,1840,8
Claimed by US and Britain,Disputed,N’dakina (Abenaki / Abénaquis),abenaki-abenaquis,1798,1840,8
Claimed by US and Britain,Disputed,Penobscot,penobscot-2,1798,1840,8
Claimed by US and Britain,Disputed,Wabanaki (Dawnland Confederacy),wabanaki-confederacy,1798,1840,8
Claimed by US and Britain,Disputed,Wendake-Nionwentsïo,huron-wendat,1798,1840,8
Claimed by US and Britain,Disputed,Wolastoqiyik (Maliseet),wolastoqiyik,1798,1840,8
Disputed area,Canada,Anishinabewaki ᐊᓂᔑᓈᐯᐗᑭ,anishinabek-%e1%90%8a%e1%93%82%e1%94%91%e1%93%88%e1%90%af%e1%92%83,1881,1886,3
Disputed area,Canada,Anishininiimowin (Oji-Cree),oji-cree,1881,1886,3
Disputed area,Canada,Michif Piyii (Métis),metis,1881,1886,3
Disputed area,Canada,Očhéthi Šakówiŋ,oceti-sakowin-sioux,1881,1886,3
District of Alberta,Canada,As’in’i’wa’chi Niy’yaw Askiy (Rocky Mountain Cree),aseniwuche-winewak-rocky-mountain,1882,1901,7
District of Alberta,Canada,Beaver,beaver,1882,1901,7
District of Alberta,Canada,Beaver Lake Cree,beaver-lake-cree,1882,1901,7
District of Alberta,Canada,"Cayuse, Umatilla and Walla Walla",cayuse-umatilla-and-walla-walla,1882,1901,7
District of Alberta,Canada,Confederated Tribes of the Colville Reservation,confederated-tribes-of-the-colville-reservation,1882,1901,7
District of Alberta,Canada,Cree,cree,1882,1901,7
District of Alberta,Canada,Dakeł Keyoh (ᑕᗸᒡ ᗲᘏᑋ),dakel-%e1%91%95%e1%97%b8%e1%92%a1,1882,1901,7
District of Alberta,Canada,Dënéndeh,denendeh,1882,1901,7
District of Alberta,Canada,Kelly Lake Metis Settlement Society,kelly-lake-metis-settlement-society,1882,1901,7
District of Alberta,Canada,Ktunaxa ɁamakɁis,ktunaxa,1882,1901,7
District of Alberta,Canada,Lheidli T’enneh,lheidli-tenneh,1882,1901,7
District of Alberta,Canada,Michif Piyii (Métis),metis,1882,1901,7
District of Alberta,Canada,Mountain Métis,mountain-metis,1882,1901,7
District of Alberta,Canada,Niitsítpiis-stahkoii ᖹᐟᒧᐧᐨᑯᐧ ᓴᐦᖾᐟ (Blackfoot / Niitsítapi ᖹᐟᒧᐧᒣᑯ),niitsitapi-%e1%96%b9%e1%90%9f%e1%92%a7%e1%90%a7%e1%92%a3%e1%91%af-blackfoot,1882,1901,7
District of Alberta,Canada,Očhéthi Šakówiŋ,oceti-sakowin-sioux,1882,1901,7
District of Alberta,Canada,Secwepemcúl’ecw (Secwépemc),secwepemc-secwepemculecw,1882,1901,7
District of Alberta,Canada,Sturgeon Lake Cree,sturgeon-lake-cree,1882,1901,7
District of Alberta,Canada,Syilx (Okanagan),okanagan,1882,1901,7
District of Alberta,Canada,Tsuut’ina,tsuu-tina,1882,1901,7
District of Alberta,Canada,Woodland Cree,woodland-cree,1882,1901,7
District of Alberta,Canada,Ĩyãħé Nakón mąkóce (Stoney),stoney,1882,1901,7
District of Alberta,Canada,ᓀᐦᐃᔭᐤ ᐊᐢᑭᕀ Nêhiyaw-Askiy (Plains Cree),plains-cree,1882,1901,7
District of Assiniboia,Canada,Anishinabewaki ᐊᓂᔑᓈᐯᐗᑭ,anishinabek-%e1%90%8a%e1%93%82%e1%94%91%e1%93%88%e1%90%af%e1%92%83,1882,1901,7
District of Assiniboia,Canada,Assiniboine,assiniboine,1882,1901,7
District of Assiniboia,Canada,"Cayuse, Umatilla and Walla Walla",cayuse-umatilla-and-walla-walla,1882,1901,7
District of Assiniboia,Canada,Cree,cree,1882,1901,7
District of Assiniboia,Canada,Michif Piyii (Métis),metis,1882,1901,7
District of Assiniboia,Canada,Niitsítpiis-stahkoii ᖹᐟᒧᐧᐨᑯᐧ ᓴᐦᖾᐟ (Blackfoot / Niitsítapi ᖹᐟᒧᐧᒣᑯ),niitsitapi-%e1%96%b9%e1%90%9f%e1%92%a7%e1%90%a7%e1%92%a3%e1%91%af-blackfoot,1882,1901,7
District of Assiniboia,Canada,Očhéthi Šakówiŋ,oceti-sakowin-sioux,1882,1901,7
District of Assiniboia,Canada,Tsuut’ina,tsuu-tina,1882,1901,7
District of Assiniboia,Canada,Ĩyãħé Nakón mąkóce (Stoney),stoney,1882,1901,7
District of Assiniboia,Canada,ᓀᐦᐃᔭᐤ ᐊᐢᑭᕀ Nêhiyaw-Askiy (Plains Cree),plains-cree,1882,1901,7
District of Athabaska,Canada,Akaitcho,akaitcho,1882,1901,7
District of Athabaska,Canada,As’in’i’wa’chi Niy’yaw Askiy (Rocky Mountain Cree),aseniwuche-winewak-rocky-mountain,1882,1901,7
District of Athabaska,Canada,Beaver,beaver,1882,1901,7
District of Athabaska,Canada,Beaver Lake Cree,beaver-lake-cree,1882,1901,7
District of Athabaska,Canada,Big Stone Cree,big-stone-cree,1882,1901,7
District of Athabaska,Canada,Cree,cree,1882,1901,7
District of Athabaska,Canada,Dehcho Dene,dehcho-dene,1882,1901,7
District of Athabaska,Canada,Dene Tha’,dene-tha,1882,1901,7
District of Athabaska,Canada,Denendeh (Dënësųłinë́ Nëné),dene-chipewyan,1882,1901,7
District of Athabaska,Canada,Dënéndeh,denendeh,1882,1901,7
District of Athabaska,Canada,Kelly Lake Metis Settlement Society,kelly-lake-metis-settlement-society,1882,1901,7
District of Athabaska,Canada,Michif Piyii (Métis),metis,1882,1901,7
District of Athabaska,Canada,Mountain Métis,mountain-metis,1882,1901,7
District of Athabaska,Canada,NWT Métis Nation,nwt-metis-nation,1882,1901,7
District of Athabaska,Canada,North Slave Métis Alliance,north-slave-metis-alliance,1882,1901,7
District of Athabaska,Canada,Sturgeon Lake Cree,sturgeon-lake-cree,1882,1901,7
District of Athabaska,Canada,Woodland Cree,woodland-cree,1882,1901,7
District of Athabaska,Canada,ᓀᐦᐃᔭᐤ ᐊᐢᑭᕀ Nêhiyaw-Askiy (Plains Cree),plains-cree,1882,1901,7
District of Franklin,Canada,Inuvialuit,inuvialuit,1895,1927,8
District of Franklin,Canada,Nitassinan (Innu),nitassinan-innu,1912,1927,3
District of Franklin,Canada,Nunatsiavut,nunatsiavut,1912,1927,3
District of Franklin,Canada,ᐃᓄᐃᑦ ᓄᓇᖓᑦ (Inuit Nunangat),inuit,1895,1927,8
District of Franklin,Canada,ᓄᓇᕕᒃ Nunavik,nunavik,1912,1927,3
District of Franklin,Canada,ᓄᓇᕗᑦ (Nunavut),(nunavut),1895,1927,8
District of Keewatin,Canada,Akaitcho,akaitcho,1920,1927,2
District of Keewatin,Canada,Anishinabewaki ᐊᓂᔑᓈᐯᐗᑭ,anishinabek-%e1%90%8a%e1%93%82%e1%94%91%e1%93%88%e1%90%af%e1%92%83,1876,1905,11
District of Keewatin,Canada,Anishininiimowin (Oji-Cree),oji-cree,1876,1905,11
District of Keewatin,Canada,Cree,cree,1876,1927,14
District of Keewatin,Canada,Denendeh (Dënësųłinë́ Nëné),dene-chipewyan,1876,1927,14
District of Keewatin,Canada,Dënéndeh,denendeh,1876,1927,14
District of Keewatin,Canada,Eeyou Istchee,cree-nehiyawak-of-eeyou-istchee,1912,1927,3
District of Keewatin,Canada,Michif Piyii (Métis),metis,1876,1927,14
District of Keewatin,Canada,NWT Métis Nation,nwt-metis-nation,1920,1927,2
District of Keewatin,Canada,North Slave Métis Alliance,north-slave-metis-alliance,1920,1927,2
District of Keewatin,Canada,Očhéthi Šakówiŋ,oceti-sakowin-sioux,1876,1905,11
District of Keewatin,Canada,ᐃᓄᐃᑦ ᓄᓇᖓᑦ (Inuit Nunangat),inuit,1876,1927,14
District of Keewatin,Canada,ᓄᓇᕕᒃ Nunavik,nunavik,1912,1927,3
District of Keewatin,Canada,ᓄᓇᕗᑦ (Nunavut),(nunavut),1876,1927,14
District of Mackenzie,Canada,Akaitcho,akaitcho,1895,1927,8
District of Mackenzie,Canada,Dehcho Dene,dehcho-dene,1895,1927,8
District of Mackenzie,Canada,Dene Tha’,dene-tha,1895,1927,8
District of Mackenzie,Canada,Denendeh (Acho Dene Koe),acho-dene-koe,1895,1927,8
District of Mackenzie,Canada,Denendeh (Dënësųłinë́ Nëné),dene-chipewyan,1895,1927,8
District of Mackenzie,Canada,Dënéndeh,denendeh,1895,1927,8
District of Mackenzie,Canada,Gwich’in Nành,gwichin,1895,1927,8
District of Mackenzie,Canada,Gwich’in Settlement Region,gwitchin-settlement-region,1895,1927,8
District of Mackenzie,Canada,Hän,han,1897,1897,1
District of Mackenzie,Canada,Inupiat,inupiatun,1895,1927,8
District of Mackenzie,Canada,Inuvialuit,inuvialuit,1895,1927,8
District of Mackenzie,Canada,Kaska Dena Kayeh,kaska-dena,1895,1927,8
District of Mackenzie,Canada,K’asho Got’ine,kasho-gotine,1895,1927,8
District of Mackenzie,Canada,K’áálǫ Got’ine,kaal%c7%ab-gotine,1895,1927,8
District of Mackenzie,Canada,Michif Piyii (Métis),metis,1895,1927,8
District of Mackenzie,Canada,NWT Métis Nation,nwt-metis-nation,1895,1927,8
District of Mackenzie,Canada,Na-cho Nyak Dun,na-cho-nyak-dun,1895,1927,8
District of Mackenzie,Canada,North Slave Métis Alliance,north-slave-metis-alliance,1895,1927,8
District of Mackenzie,Canada,Sahtu Dene and Metis,sahtu-dene-and-metis,1895,1927,8
District of Mackenzie,Canada,Sahtú Got’ine,sahtu-gotine,1895,1927,8
District of Mackenzie,Canada,Shita Got’ine,shita-gotine,1895,1927,8
District of Mackenzie,Canada,Tetlit Gwich’in,tetlit-gwichin,1895,1927,8
District of Mackenzie,Canada,Tr’ondëk Hwëch’in,trondek-hwechin,1897,1897,1
District of Mackenzie,Canada,Tłı̨chǫ Ndè,tlicho-agreement,1895,1927,8
District of Mackenzie,Canada,Vuntut Gwich’in,vuntut-gwitchin,1895,1927,8
District of Mackenzie,Canada,ᐃᓄᐃᑦ ᓄᓇᖓᑦ (Inuit Nunangat),inuit,1895,1927,8
District of Mackenzie,Canada,ᓀᐦᐃᔭᐤ ᐊᐢᑭᕀ Nêhiyaw-Askiy (Plains Cree),plains-cree,1895,1927,8
District of Mackenzie,Canada,ᓄᓇᕗᑦ (Nunavut),(nunavut),1895,1927,8
District of Saskatchewan,Canada,Anishinabewaki ᐊᓂᔑᓈᐯᐗᑭ,anishinabek-%e1%90%8a%e1%93%82%e1%94%91%e1%93%88%e1%90%af%e1%92%83,1882,1901,7
District of Saskatchewan,Canada,Beaver Lake Cree,beaver-lake-cree,1882,1901,7
District of Saskatchewan,Canada,Cree,cree,1882,1901,7
District of Saskatchewan,Canada,Denendeh (Dënësųłinë́ Nëné),dene-chipewyan,1882,1901,7
District of Saskatchewan,Canada,Dënéndeh,denendeh,1882,1901,7
District of Saskatchewan,Canada,Michif Piyii (Métis),metis,1882,1901,7
District of Saskatchewan,Canada,Niitsítpiis-stahkoii ᖹᐟᒧᐧᐨᑯᐧ ᓴᐦᖾᐟ (Blackfoot / Niitsítapi ᖹᐟᒧᐧᒣᑯ),niitsitapi-%e1%96%b9%e1%90%9f%e1%92%a7%e1%90%a7%e1%92%a3%e1%91%af-blackfoot,1882,1901,7
District of Saskatchewan,Canada,Očhéthi Šakówiŋ,oceti-sakowin-sioux,1882,1901,7
District of Saskatchewan,Canada,Tsuut’ina,tsuu-tina,1882,1901,7
District of Saskatchewan,Canada,Ĩyãħé Nakón mąkóce (Stoney),stoney,1882,1901,7
District of Saskatchewan,Canada,ᓀᐦᐃᔭᐤ ᐊᐢᑭᕀ Nêhiyaw-Askiy (Plains Cree),plains-cree,1882,1901,7
District of Ungava,Canada,Abitibiwinni Aki,abitibiwinni-aki,1895,1897,2
District of Ungava,Canada,Anishinabewaki ᐊᓂᔑᓈᐯᐗᑭ,anishinabek-%e1%90%8a%e1%93%82%e1%94%91%e1%93%88%e1%90%af%e1%92%83,1895,1897,2
District of Ungava,Canada,Cree,cree,1895,1897,2
District of Ungava,Canada,Eeyou Istchee,cree-nehiyawak-of-eeyou-istchee,1895,1905,5
District of Ungava,Canada,Nitaskinan (Atikamekw / Nehirowisi Aski),atikamekw,1895,1897,2
District of Ungava,Canada,Nitassinan (Innu),nitassinan-innu,1895,1905,5
District of Ungava,Canada,Nunatsiavut,nunatsiavut,1895,1905,5
District of Ungava,Canada,NunatuKavut,southern-inuit-nunatukavut,1895,1905,5
District of Ungava,Canada,Omàmìwininìwag (Algonquin),algonquin,1895,1897,2
District of Ungava,Canada,ᐃᓄᐃᑦ ᓄᓇᖓᑦ (Inuit Nunangat),inuit,1895,1905,5
District of Ungava,Canada,ᐃᓕᓕᐗᔅᑭᔾ | Ililiwaskiy (Moose Cree),moose-cree,1895,1897,2
District of Ungava,Canada,ᒋᑦ ᐊᔅᒋᓄᐤ St’aschinuw (Naskapi),naskapi,1895,1905,5
District of Ungava,Canada,ᓄᓇᕕᒃ Nunavik,nunavik,1895,1905,5
District of Ungava,Canada,ᓄᓇᕗᑦ (Nunavut),(nunavut),1895,1905,5
District of Yukon,Canada,Ahtna Nenn’,ahtna,1895,1897,2
District of Yukon,Canada,Carcross/Tagish First Nation (BC),carcross-tagish-first-nation-bc,1895,1897,2
District of Yukon,Canada,Carcross/Tagish First Nation (Yukon),carcross-tagish,1895,1897,2
District of Yukon,Canada,Champagne & Aishihik,champagne-aishihik,1895,1897,2
District of Yukon,Canada,Dehcho Dene,dehcho-dene,1895,1897,2
District of Yukon,Canada,Denendeh (Acho Dene Koe),acho-dene-koe,1895,1897,2
District of Yukon,Canada,Dënéndeh,denendeh,1895,1897,2
District of Yukon,Canada,Gwich’in Nành,gwichin,1895,1897,2
District of Yukon,Canada,Gwich’in Settlement Region,gwitchin-settlement-region,1895,1897,2
District of Yukon,Canada,Hän,han,1895,1897,2
District of Yukon,Canada,Inupiat,inupiatun,1895,1897,2
District of Yukon,Canada,Inuvialuit,inuvialuit,1895,1897,2
District of Yukon,Canada,Kaska Dena Kayeh,kaska-dena,1895,1897,2
District of Yukon,Canada,Kluane,kluane,1895,1897,2
District of Yukon,Canada,Kwanlin Dün,kwanlin-dun,1895,1897,2
District of Yukon,Canada,Lingít Aaní (Tlingit),tlingit,1895,1897,2
District of Yukon,Canada,Na-cho Nyak Dun,na-cho-nyak-dun,1895,1897,2
District of Yukon,Canada,North Slave Métis Alliance,north-slave-metis-alliance,1895,1897,2
District of Yukon,Canada,Sahtu Dene and Metis,sahtu-dene-and-metis,1895,1897,2
District of Yukon,Canada,Selkirk,selkirk,1895,1897,2
District of Yukon,Canada,Shita Got’ine,shita-gotine,1895,1897,2
District of Yukon,Canada,Tagish,tagish,1895,1897,2
District of Yukon,Canada,Tagé Cho Hudän (Little Salmon/Carmacks),little-salmon-carmacks,1895,1897,2
District of Yukon,Canada,Tahltan Nation,tahltan,1895,1897,2
District of Yukon,Canada,Taku River Tlingit,taku-river-tlingit,1895,1897,2
District of Yukon,Canada,Ta’an Kwäch’än,taan-kwachan,1895,1897,2
District of Yukon,Canada,Teslin Tlingit Council (BC),teslin-tlingit-council,1895,1897,2
District of Yukon,Canada,Teslin Tlingit Council (Yukon),teslin-tlingit,1895,1897,2
District of Yukon,Canada,Tetlit Gwich’in,tetlit-gwichin,1895,1897,2
District of Yukon,Canada,Tr’ondëk Hwëch’in,trondek-hwechin,1895,1897,2
District of Yukon,Canada,Upper Tanana,upper-tanana-2,1895,1897,2
District of Yukon,Canada,Vuntut Gwich’in,vuntut-gwitchin,1895,1897,2
District of Yukon,Canada,White River-Kluane,white-river,1895,1897,2
District of Yukon,Canada,ᐃᓄᐃᑦ ᓄᓇᖓᑦ (Inuit Nunangat),inuit,1895,1897,2
Greenland,Denmark,Avanersuarmiut,avanersuaq,1667,2001,46
Greenland,Denmark,Iviit Nunaat,iviit-nunaat,1667,2001,46
Greenland,Denmark,Kalaallit,kalaalisut,1667,2001,46
Greenland,Denmark,Kalaallit Nunaat,kalaallit-nunaat,1667,2001,46
Indian Territory,Indigenous,Abitibiwinni Aki,abitibiwinni-aki,1763,1769,2
Indian Territory,Indigenous,Anishinabewaki ᐊᓂᔑᓈᐯᐗᑭ,anishinabek-%e1%90%8a%e1%93%82%e1%94%91%e1%93%88%e1%90%af%e1%92%83,1763,1774,3
Indian Territory,Indigenous,Anishininiimowin (Oji-Cree),oji-cree,1763,1769,2
Indian Territory,Indigenous,Attiwonderonk (Neutral),attiwonderonk-neutral,1763,1774,3
Indian Territory,Indigenous,Bdewakantuwan (Mdewakanton),mdewakanton,1763,1769,2
Indian Territory,Indigenous,Bodwéwadmi (Potawatomi),bodwewadmi-potawatomi,1763,1769,2
Indian Territory,Indigenous,Brothertown,brothertown,1763,1769,2
Indian Territory,Indigenous,Báxoje Máyaⁿ (Ioway),iowa,1763,1769,2
Indian Territory,Indigenous,Caldwell,caldwell,1763,1769,2
Indian Territory,Indigenous,Calicuas,calicuas,1763,1774,3
Indian Territory,Indigenous,Cree,cree,1763,1769,2
Indian Territory,Indigenous,Eeyou Istchee,cree-nehiyawak-of-eeyou-istchee,1763,1769,2
Indian Territory,Indigenous,Erie,erie,1763,1774,3
Indian Territory,Indigenous,Ho-de-no-sau-nee-ga (Haudenosaunee),haudenosauneega-confederacy,1763,1774,3
Indian Territory,Indigenous,Hoocąk (Ho-Chunk),ho-chunk-2,1763,1769,2
Indian Territory,Indigenous,Kanienʼkehá꞉ka (Mohawk),mohawk,1763,1774,3
Indian Territory,Indigenous,Kaskaskia,kaskaskia,1763,1774,3
Indian Territory,Indigenous,Kiikaapoi (Kickapoo),kiikaapoi-kickapoo,1763,1769,2
Indian Territory,Indigenous,Massawomeck,massawomeck,1763,1774,3
Indian Territory,Indigenous,Meškwahki·aša·hina (Fox),meskwahki%c2%b7asa%c2%b7hina-fox,1763,1769,2
Indian Territory,Indigenous,Michif Piyii (Métis),metis,1763,1769,2
Indian Territory,Indigenous,Mississauga,mississauga,1763,1774,3
Indian Territory,Indigenous,Mississaugas of the Credit First Nation,mississaugas-of-the-credit-first-nation,1763,1774,3
Indian Territory,Indigenous,Mohican,mohican,1763,1774,3
Indian Territory,Indigenous,Myaamia,miami,1763,1769,2
Indian Territory,Indigenous,Nitaskinan (Atikamekw / Nehirowisi Aski),atikamekw,1763,1769,2
Indian Territory,Indigenous,Nitassinan (Innu),nitassinan-innu,1763,1769,2
Indian Territory,Indigenous,Niúachi,niuachi,1763,1769,2
Indian Territory,Indigenous,NunatuKavut,southern-inuit-nunatukavut,1763,1769,2
Indian Territory,Indigenous,N’dakina (Abenaki / Abénaquis),abenaki-abenaquis,1763,1774,3
Indian Territory,Indigenous,Odawa,odawa,1763,1769,2
Indian Territory,Indigenous,Odǫhwęja:deˀ (Cayuga),cayuga,1763,1774,3
Indian Territory,Indigenous,Ofo,ofo-2,1763,1774,3
Indian Territory,Indigenous,Oma͞eqnomenew-ahkew (Menominee),menominee,1763,1769,2
Indian Territory,Indigenous,Omàmìwininìwag (Algonquin),algonquin,1763,1769,2
Indian Territory,Indigenous,Onundagaonoga (Onondaga),onondaga,1763,1774,3
Indian Territory,Indigenous,Onöndowa’ga:’ (Seneca),onondowaga-seneca,1763,1774,3
Indian Territory,Indigenous,Onʌyote’a•ka (Oneida),oneida,1763,1774,3
Indian Territory,Indigenous,Očhéthi Šakówiŋ,oceti-sakowin-sioux,1763,1769,2
Indian Territory,Indigenous,Peoria,peoria,1763,1769,2
Indian Territory,Indigenous,Petun,petun,1763,1769,2
Indian Territory,Indigenous,Shawandasse Tula (Shawanwaki/Shawnee),shawnee,1763,1774,3
Indian Territory,Indigenous,Sisíthuŋwaŋ,sisseton,1763,1769,2
Indian Territory,Indigenous,Susquehannock,susquehannock,1763,1774,3
Indian Territory,Indigenous,Tuscarora,tuscarora-3,1763,1774,3
Indian Territory,Indigenous,Wabanaki (Dawnland Confederacy),wabanaki-confederacy,1763,1774,3
Indian Territory,Indigenous,Wahpekute,wahpekute,1763,1769,2
Indian Territory,Indigenous,Wahpeton,wahpeton,1763,1769,2
Indian Territory,Indigenous,Wendake-Nionwentsïo,huron-wendat,1763,1774,3
Indian Territory,Indigenous,Wenrohronon,wenrohronon,1763,1774,3
Indian Territory,Indigenous,Wyandot,wyandot-anderdon,1763,1769,2
Indian Territory,Indigenous,oθaakiiwaki‧hina‧ki (Sauk),o%ce%b8aakiiwaki%e2%80%a7hina%e2%80%a7ki-sauk,1763,1769,2
Indian Territory,Indigenous,oθaakiiwaki‧hina‧ki (Sauk) & Meškwahki·aša·hina (Fox),sauk-and-meskwaki,1763,1769,2
Indian Territory,Indigenous,𐓏𐒰𐓓𐒰𐓓𐒷  𐒼𐓂𐓊𐒻  𐓆𐒻𐒿𐒷  𐓀𐒰^𐓓𐒰^(Osage),osage,1763,1774,3
Louisiana,France,Achumawi,achumawi,1667,1713,2
Louisiana,France,Ahantchuyuk,ahantchuyuk,1667,1713,2
Louisiana,France,Anishinabewaki ᐊᓂᔑᓈᐯᐗᑭ,anishinabek-%e1%90%8a%e1%93%82%e1%94%91%e1%93%88%e1%90%af%e1%92%83,1667,1713,2
Louisiana,France,Apsáalooke (Crow),apsaalooke-crow,1667,1713,2
Louisiana,France,Assiniboine,assiniboine,1667,1713,2
Louisiana,France,Atfalati,atfalati,1667,1713,2
Louisiana,France,Atsugewi,atsugewi,1667,1713,2
Louisiana,France,Awaswas,awaswas,1667,1713,2
Louisiana,France,Bdewakantuwan (Mdewakanton),mdewakanton,1667,1713,2
Louisiana,France,Bear River,bear-river,1667,1713,2
Louisiana,France,Bodwéwadmi (Potawatomi),bodwewadmi-potawatomi,1667,1713,2
Louisiana,France,Báxoje Máyaⁿ (Ioway),iowa,1667,1713,2
Louisiana,France,Cahto,cahto,1667,1713,2
Louisiana,France,Cascades,cascades,1667,1713,2
Louisiana,France,"Cayuse, Umatilla and Walla Walla",cayuse-umatilla-and-walla-walla,1667,1713,2
Louisiana,France,Central Pomo,central-pomo,1667,1713,2
Louisiana,France,Chafan,chafan,1667,1713,2
Louisiana,France,ChalAt’i’lo t’sikAti (Chalat’),hoh,1667,1713,2
Louisiana,France,Chalon,chalon,1667,1713,2
Louisiana,France,Chelamela,long-tom,1667,1713,2
Louisiana,France,Chemapho,chemapho,1667,1713,2
Louisiana,France,Chepenefa,chepenefa,1667,1713,2
Louisiana,France,Chilula,chilula,1667,1713,2
Louisiana,France,Chimacum,chimacum,1667,1713,2
Louisiana,France,Chimariko (territory),chimariko,1667,1713,2
Louisiana,France,Chinook,chinook,1667,1713,2
Louisiana,France,Chit-dee-ni (Chetco),chit-dee-ni-chetco,1667,1713,2
Louisiana,France,Chukchansi,chukchansi,1667,1713,2
Louisiana,France,Clackamas,clackamas,1667,1713,2
Louisiana,France,Clatskanie,clatskanie,1667,1713,2
Louisiana,France,Clatsop-Nehalem Confederated Tribes,clatsop,1667,1713,2
Louisiana,France,Coast Yuki,coast-yuki,1667,1713,2
Louisiana,France,Confederated Tribes of Grand Ronde,confederated-tribes-of-grand-ronde,1667,1713,2
Louisiana,France,Confederated Tribes of Siletz Indians,confederated-tribes-of-siletz-indians,1667,1713,2
Louisiana,France,Confederated Tribes of Warm Springs,confederated-tribes-of-warm-springs,1667,1713,2
Louisiana,France,Confederated Tribes of the Colville Reservation,confederated-tribes-of-the-colville-reservation,1667,1713,2
Louisiana,France,Confederated Villages of Lisjan,confederated-villages-of-lisjan,1667,1713,2
Louisiana,France,"Coos, Lower Umpqua, Siuslaw",coos-lower-umpqua-siuslaw,1667,1713,2
Louisiana,France,Coquille,coquille,1667,1713,2
Louisiana,France,Cow Creek Umpqua,cow-creek-umpqua,1667,1713,2
Louisiana,France,Dau Nom Wintu,dau-nom-wintu,1667,1713,2
Louisiana,France,Dau Pom Wintu,dau-pom-wintu,1667,1713,2
Louisiana,France,Eastern Pomo,eastern-pomo,1667,1713,2
Louisiana,France,El Pom Wintu,el-pom-wintu,1667,1713,2
Louisiana,France,Esselen,esselen,1667,1713,2
Louisiana,France,Goshute,goshute,1667,1713,2
Louisiana,France,Graton Rancheria,graton-rancheria,1667,1713,2
Louisiana,France,Hanis Coos,hanis-coos,1667,1713,2
Louisiana,France,Hoocąk (Ho-Chunk),ho-chunk-2,1667,1713,2
Louisiana,France,Hoopa Valley Reservation,hoopa,1667,1713,2
Louisiana,France,Hul’qumi’num Treaty Group,hulquminum-treaty-group,1667,1713,2
Louisiana,France,Hunkpapa,hunkpapa,1667,1713,2
Louisiana,France,Hupa,hoopa-3,1667,1713,2
Louisiana,France,Itazipco,itazipco,1667,1713,2
Louisiana,France,Jiwere,oto,1667,1713,2
Louisiana,France,Jíwere–Ñút’achi Máyaⁿ (Otoe-Missouria),otoe-missouri-oklahoma,1667,1713,2
Louisiana,France,Kalapuya,kalapuya,1667,1713,2
Louisiana,France,Kalapuya (Mohawk),mohawk-4,1667,1713,2
Louisiana,France,Kalispel,kalispel,1667,1713,2
Louisiana,France,Karkin,karkin,1667,1713,2
Louisiana,France,Karuk,karuk,1667,1713,2
Louisiana,France,Kashaya,kashaya,1667,1713,2
Louisiana,France,Kathlamet,kathlamet,1667,1713,2
Louisiana,France,Kiikaapoi (Kickapoo),kiikaapoi-kickapoo,1667,1713,2
Louisiana,France,Klamath,klamath,1667,1713,2
Louisiana,France,Kl’bal Pom Wintu,klbal-pom-wintu,1667,1713,2
Louisiana,France,Kojomk’awi (Konkow),konkow-maidu,1667,1713,2
Louisiana,France,Konnaack,konnaack,1667,1713,2
Louisiana,France,Konomihu,konomihu,1667,1713,2
Louisiana,France,Kootzaduka’a,kootzadukaa,1667,1713,2
Louisiana,France,Ktunaxa ɁamakɁis,ktunaxa,1667,1713,2
Louisiana,France,Lassik,lassik,1667,1713,2
Louisiana,France,Lemhi-Shoshone,lemhi-shoshone,1667,1713,2
Louisiana,France,Lower Chinook,lower-chinook-2,1667,1713,2
Louisiana,France,Luckiamute,luckiamute,1667,1713,2
Louisiana,France,"Mandan, Hidatsa, and Arikara",mandan-hidatsa-and-arikara,1667,1713,2
